customerID,Churn
0013-MHZWF,No
5494-HECPR,Yes
8268-YDIXR,No
9824-BEMCV,Yes
1373-ORVIZ,Yes
4291-SHSBH,No
6980-IMXXE,No
9866-QEVEE,Yes
9897-KXHCM,Yes
0040-HALCW,No
0784-GTUUK,No
7979-CORPM,Yes
2294-DMMUS,No
0872-JCPIB,No
3055-MJDSB,No
9091-WTUUY,No
1618-CFHME,Yes
3165-HDOEW,Yes
6581-NQCBA,Yes
7115-IRDHS,No
8496-DMZUK,No
2040-VZIKE,No
9068-VPWQQ,No
0178-SZBHO,No
0384-RVBPI,No
1689-MRZQR,Yes
1299-AURJA,No
4525-VZCZG,No
1543-LLLFT,No
5835-BEQEU,Yes
2788-CJQAQ,No
5565-FILXA,Yes
0319-QZTCO,No
2120-SMPEX,No
0096-FCPUF,No
0668-OGMHD,No
5552-ZNFSJ,Yes
2223-KAGMX,Yes
6507-ZJSUR,No
9408-HRXRK,No
5593-SUAOO,No
7321-PKUYW,Yes
2833-SLKDQ,Yes
6766-HFKLA,No
7595-EUIVN,Yes
7617-EYGLW,No
2026-TGDHM,Yes
9220-ZNKJI,No
4030-VPZBD,Yes
2226-ICFDO,No
0723-VSOBE,No
5529-GIBVH,No
4187-CINZD,Yes
9992-UJOEL,No
4741-WWJQZ,No
6625-UTXEW,No
6818-WOBHJ,Yes
6244-BESBM,No
1004-NOZNR,No
1251-STYSZ,No
2612-PHGOX,No
2408-TZMJL,Yes
8480-PPONV,No
8780-IHCRN,No
4598-ZADCK,No
1257-SXUXQ,No
9681-KYGYB,No
7182-OVLBJ,No
5095-ETBRJ,No
7005-CYUIL,No
4821-WQOYN,No
4730-AWNAU,No
3452-FLHYD,No
2388-LAESQ,No
9531-NSBMR,No
6260-ONULR,No
4389-UEFCZ,No
8711-LOBKY,No
9134-CEQMF,Yes
8985-OOPOS,No
8800-ZKRFW,No
2616-FLVQC,No
9968-FFVVH,No
3108-PCCGG,No
7993-PYKOF,Yes
8390-FESFV,No
3022-BEXHZ,No
5027-XWQHA,Yes
6248-TKCQV,No
6729-GDNGC,No
6198-ZFIOJ,No
5989-OMNJE,No
4566-QVRRW,Yes
1291-CUOCY,No
9795-SHUHB,No
3230-IUALN,No
0042-RLHYP,No
8519-IMDHU,Yes
4945-RVMTE,No
0201-OAMXR,Yes
1866-NXPSP,No
3372-KWFBM,Yes
7831-QGOXH,Yes
6393-WRYZE,Yes
3941-XTSKM,No
1661-CZBAU,No
6599-RCLCJ,Yes
9831-BPFRI,Yes
5158-RIVOP,No
9788-YTFGE,No
9277-JOOMO,No
1907-YLNYW,No
1725-MIMXW,Yes
8947-YRTDV,No
3161-ONRWK,No
0114-RSRRW,No
4565-NLZBV,No
0031-PVLZI,Yes
7206-GZCDC,Yes
6682-VCIXC,No
4791-QRGMF,Yes
6475-VHUIZ,No
3910-MRQOY,No
0661-WCQNQ,No
7537-RBWEA,No
4656-CAURT,No
0121-SNYRK,No
1768-ZAIFU,Yes
4671-LXRDQ,Yes
3733-LSYCE,No
6265-FRMTQ,No
1934-SJVJK,Yes
3838-OZURD,Yes
1371-DWPAZ,No
9269-CQOOL,Yes
2017-CCBLH,No
7690-KPNCU,No
0536-BGFMZ,No
2293-IJWPS,No
2845-HSJCY,Yes
5469-NUJUR,No
1184-PJVDB,Yes
2625-TRCZQ,No
4102-HLENU,No
7266-GSSJX,No
7722-VJRQD,No
7073-QETQY,No
9415-DPEWS,Yes
5624-RYAMH,No
0196-JTUQI,No
7130-YXBRO,No
9272-LSVYH,No
7943-RQCHR,Yes
3793-MMFUH,Yes
3249-ZPQRG,Yes
2568-BRGYX,Yes
3084-DOWLE,No
1084-MNSMJ,No
7721-JXEAW,Yes
7249-WBIYX,Yes
4238-HFHSN,No
6250-CGGUN,No
5478-JJVZK,No
7596-IIWYC,No
6567-HOOPW,Yes
9793-WECQC,No
4291-HPAXL,No
8999-YPYBV,No
1839-FBNFR,No
3164-AALRN,Yes
3071-MVJCD,No
1697-BCSHV,No
0562-KBDVM,No
1131-SUEKT,No
3717-OEAUQ,No
4538-WNTMJ,No
3334-CTHOL,Yes
4704-ERYFC,Yes
9432-RUVSL,No
8060-HIWJJ,No
7684-XSZIY,No
9089-UOWJG,No
8621-MNIHH,Yes
8039-ACLPL,No
9885-AIBVB,No
1934-MKPXS,No
2592-YKDIF,No
2272-JKMSI,No
0471-LVHGK,Yes
9518-RWHZL,Yes
8714-CTZJW,No
3569-EDBPQ,No
3131-NWVFJ,No
7521-YXVZY,No
5419-CONWX,Yes
6240-EURKS,Yes
2373-NTKOD,No
1970-KKFWL,No
6960-HVYXR,Yes
9337-SRRNI,No
0895-UADGO,No
5678-VFNEQ,No
5977-CKHON,No
7024-OHCCK,Yes
2692-BUCFV,No
7861-UVUFT,Yes
1830-GGFNM,No
5302-BDJNT,No
5223-UZAVK,No
4859-ZSRDZ,No
5651-WYIPH,No
9350-VLHMB,No
3498-LZGQZ,No
8785-CJSHH,No
5357-TZHPP,Yes
3870-SPZSI,No
0680-DFNNY,Yes
7560-QRBXH,No
7077-XJMET,No
8752-GHJFU,No
6896-SRVYQ,No
7767-UXAGJ,Yes
4652-ODEVH,No
6510-UPNKS,No
6718-BDGHG,No
9046-DQMTP,No
6439-LAJXL,No
1571-SAVHK,Yes
9052-VKDUW,No
9546-CQJSU,Yes
1666-JZPZT,No
5777-KJIRB,No
0506-LVNGN,Yes
7677-SJJJK,No
2480-EJWYP,No
3253-HKOKL,No
7055-HNEOJ,No
5514-YQENT,No
3211-AAPKX,No
8445-DNBAE,No
2951-QOQTK,Yes
2958-NHPPS,No
6806-YDEUL,No
1735-XMJVH,No
6890-PFRQX,No
0222-CNVPT,No
5899-OUVKV,No
8681-ICONS,No
1621-YNCJH,No
3473-XIIIT,Yes
6362-QHAFM,No
7893-IXHRQ,Yes
3070-BDOQC,No
2952-QAYZF,Yes
6234-PFPXL,No
9824-QCJPK,No
4763-PGDPO,Yes
4283-IVYCI,No
1866-OBPNR,No
8205-MQUGY,No
8970-ANWXO,No
9480-BQJEI,No
5394-SVGJV,Yes
6979-TNDEU,No
9777-WJJPR,No
9283-LZQOH,Yes
7079-QRCBC,Yes
9495-SKLKD,No
6048-UWKAL,No
5067-DGXLL,No
5469-CTCWN,Yes
9851-QXEEQ,Yes
6281-FKEWS,No
8898-KASCD,No
9242-TKFSV,No
9290-SHCMB,No
0743-HNPFG,No
2277-BKJKN,No
9809-IMGCQ,Yes
5208-HFSBT,Yes
5035-PGZXH,No
8695-WDYEA,No
6543-JXSOO,No
8016-ZMGMO,No
8605-ITULD,No
3254-YRILK,Yes
6416-YJTTB,No
2667-WYLWJ,Yes
4472-VESGY,No
3195-TQDZX,No
3128-YOVTD,No
0529-ONKER,Yes
1728-CXQBE,No
7041-TXQJH,No
5014-GSOUQ,No
5724-BIDBU,No
0481-SUMCB,No
1769-GRUIK,No
5240-IJOQT,Yes
8819-WFGGJ,No
7427-AUFPY,No
2811-POVEX,No
1092-GANHU,Yes
7898-PDWQE,No
9972-EWRJS,No
9314-IJWSQ,No
0661-XEYAN,Yes
5799-JRCZO,No
1921-KYSAY,No
6198-RTPMF,No
2924-KHUVI,No
1925-GMVBW,No
7881-EVUAD,Yes
6184-DYUOB,No
9207-ZPANB,No
5766-XQXMQ,Yes
9327-QSDED,No
1656-DRSMG,No
3012-VFFMN,No
2984-AFWNC,No
0640-YJTPY,No
8096-LOIST,No
9764-REAFF,No
3703-VAVCL,Yes
7107-UBYKY,No
4881-GQJTW,No
8519-QJGJD,Yes
7876-DNYAP,No
7905-NJMXS,No
2882-WDTBA,No
2091-GPPIQ,No
6326-MTTXK,Yes
5071-FBJFS,No
2796-UUZZO,No
2429-AYKKO,No
9798-OPFEM,No
0330-IVZHA,Yes
3794-NFNCH,No
5193-QLVZB,No
7114-AEOZE,No
2886-KEFUM,Yes
5522-NYKPB,No
4237-RLAQD,Yes
9957-YODKZ,No
6518-KZXCB,No
2245-ADZFJ,No
7776-QGYJC,No
9313-QOLTZ,No
9651-GTSAQ,Yes
3186-BAXNB,Yes
4672-FOTSD,No
0637-YLETY,Yes
9818-XQCUV,No
7338-ERIVA,No
1157-BQCUW,Yes
8259-NFJTV,No
3223-DWFIO,No
2660-EMUBI,Yes
6968-GMKPR,No
4751-ERMAN,No
1436-ZMJAN,No
3292-PBZEJ,No
0799-DDIHE,No
3070-FNFZQ,No
2812-SFXMJ,No
7675-OZCZG,Yes
5014-WUQMG,No
5312-TSZVC,No
2003-CKLOR,Yes
0993-OSGPT,No
9254-RBFON,Yes
1205-WNWPJ,Yes
9391-EOYLI,Yes
7108-DGVUU,No
2782-JEEBU,No
5127-BZENZ,No
2720-FVBQP,No
9906-NHHVC,No
4522-XRWWI,No
3766-EJLFL,No
5939-SXWHM,No
8152-UOBNY,No
7351-KYHQH,No
7643-RCHXS,No
8246-SHFGA,No
8387-MOJJT,Yes
0620-XEFWH,No
6485-QXWWE,No
2761-OCIAX,Yes
7321-VGNKU,No
5327-CNLUQ,No
7552-KEYGT,No
5816-JMLGY,No
3068-OMWZA,Yes
2927-QRRQV,No
6032-KRXXO,Yes
7459-RRWQZ,Yes
6265-SXWBU,No
7941-RCJOW,No
6374-NTQLP,No
4154-AQUGT,Yes
2387-KDZQY,No
3584-WKTTW,No
3399-BMLVW,No
1971-DTCZB,No
3092-IGHWF,Yes
3374-PZLXD,No
3813-DHBBB,No
2812-REYAT,No
6518-PPLMZ,No
4939-KYYPY,No
8017-LXHFA,Yes
5930-GBIWP,No
6022-KOUQO,No
6352-TWCAU,Yes
2361-UPSND,No
6035-RIIOM,No
2929-QNSRW,Yes
1262-OPMFY,Yes
9504-DSHWM,No
5035-BVCXS,No
6267-DCFFZ,No
3533-UVMOM,No
2439-LYPMQ,No
4248-QPAVC,Yes
1899-VXWXM,Yes
1478-VPOAD,No
9995-HOTOH,No
2988-PLAHS,No
1371-OJCEK,No
4999-IEZLT,No
8883-ANODQ,No
4690-LLKUA,Yes
2351-RRBUE,No
5980-BDHPY,No
1498-DQNRX,No
9469-WEJBT,No
3331-HQDTW,Yes
9490-DFPMD,Yes
2581-VKIRT,No
5442-XSDCW,Yes
7426-WEIJX,No
2851-MMUTZ,No
3049-NDXFL,Yes
8580-AECUZ,Yes
3307-TLCUD,No
6625-FLENO,No
2967-MXRAV,No
7963-GQRMY,Yes
8189-HBVRW,No
4163-KIUHY,No
1228-FZFRV,Yes
3500-NSDOA,No
1171-TYKUR,No
3761-FLYZI,No
2058-DCJBE,Yes
5364-XYIRR,Yes
4829-AUOAX,Yes
1219-NNDDO,No
8388-DMKAE,No
4403-BWPAY,No
9659-QEQSY,No
5405-ZMYXQ,No
5047-LHVLY,Yes
1442-OKRJE,No
4737-AQCPU,No
9158-VCTQB,Yes
2808-CHTDM,No
6311-UEUME,Yes
0793-TWELN,No
3283-WCWXT,No
1060-ENTOF,No
0999-QXNSA,No
5451-MHQOF,No
4836-WNFNO,No
9225-BZLNZ,No
0354-VXMJC,No
4422-QVIJA,No
9365-SRSZE,No
6839-ITVZJ,Yes
8332-OSJDW,No
4735-BJKOU,No
0274-JKUJR,No
5740-YHGTW,No
8917-SZTTJ,No
1696-MZVAU,No
7359-WWYJV,No
0375-HVGXO,Yes
4906-ZHGPK,No
8593-WHYHV,Yes
3795-GWTRD,No
1298-PHBTI,No
6223-DHJGV,No
6961-MJKBO,No
6097-EQISJ,Yes
4423-YLHDV,Yes
8158-WPEZG,No
0107-YHINA,Yes
4918-FYJNT,No
0727-BNRLG,No
4854-CIDCF,No
8640-SDGKB,Yes
3280-MRDOF,No
6435-SRWBJ,No
9964-WBQDJ,No
6303-KFWSL,No
1702-CCFNJ,No
8932-CZHRQ,No
0386-CWRGM,No
5515-RUGKN,No
0404-AHASP,No
7279-NMVJC,No
2081-VEYEH,No
6407-UTSLV,No
4116-TZAQJ,Yes
9060-HJJRW,No
2587-YNLES,No
7398-SKNQZ,No
5935-FCCNB,No
1958-RNRKS,No
5136-RGMZO,No
8345-MVDYC,No
8226-BXGES,No
3877-JRJIP,Yes
8375-DKEBR,Yes
9705-IOVQQ,No
1015-OWJKI,No
7511-YMXVQ,Yes
2040-XBAVJ,No
7551-JOHTI,Yes
8887-IPQNC,No
8646-JCOMS,No
9804-ICWBG,Yes
1222-KJNZD,No
0106-GHRQR,No
5318-IXUZF,Yes
3768-VHXQO,No
8952-WCVCD,No
2418-TPEUN,No
3963-RYFNS,No
3198-VELRD,Yes
8540-ZQGEA,No
1320-REHCS,No
4137-JOPHL,No
9436-ZBZCT,Yes
7801-CEDNV,No
2057-BOYKM,No
3658-QQJYD,No
1803-BGNBD,No
0134-XWXCE,No
6950-TWMYB,No
5848-FHRFC,No
2243-FNMMI,No
2511-MORQY,No
5356-KZCKT,No
9470-XCCEM,No
6519-CFDBX,No
3902-MIVLE,No
0409-WTMPL,No
8763-KIAFH,No
3669-WHAFY,No
3055-VTCGS,No
3144-KMTWZ,No
7279-BUYWN,Yes
7156-MHUGY,Yes
7198-GLXTC,Yes
2007-QVGAW,No
5207-PLSTK,No
2307-FYNNL,No
5605-XNWEN,No
2155-AMQRX,No
6181-AXXYF,No
5091-HFAZW,No
0516-VRYBW,Yes
2519-LBNQL,No
8623-ULFNQ,No
8380-PEFPE,Yes
5687-DKDTV,Yes
1568-LJSZU,No
7530-HDYDS,Yes
7789-HKSBS,No
7416-CKTEP,No
2586-CWXVV,No
3096-IZETN,Yes
2348-KCJLT,No
8401-EMUWF,No
4193-IBKSW,No
5377-NDTOU,No
5922-ABDVO,Yes
2474-LCNUE,No
0839-QNXME,No
3506-OVLKD,No
9172-ANCRX,Yes
6650-VJONK,No
2178-PMGCJ,No
7492-TAFJD,No
2773-MADBQ,No
6016-LVTJQ,No
7860-KSUGX,No
8966-KZXXA,No
6910-HADCM,Yes
4816-LXZYW,Yes
9606-PBKBQ,Yes
5149-QYTTU,No
2070-XYMFH,No
2085-BOJKI,No
0817-HSUSE,No
5442-PPTJY,No
1927-QEWMY,No
1663-MHLHE,No
5663-QBGIS,No
4450-MDZFX,No
6701-DHKWQ,No
7554-AKDQF,No
3536-IQCTX,Yes
4911-BANWH,Yes
8496-EJAUI,Yes
0794-YVSGE,No
5423-BHIXO,No
6908-VVYHM,No
2959-EEXWB,No
1839-UMACK,No
3030-YDNRM,No
7321-KKSDU,No
3402-XRIUO,No
3132-TVFDZ,Yes
8286-AFUYI,No
8080-DDEMJ,Yes
8356-WUAOJ,No
6365-MTGZX,Yes
1349-WXNGG,Yes
8058-DMYRU,No
9350-ZXYJC,No
6990-YNRIO,Yes
8958-JPTRR,No
6959-GQEGV,No
3173-WSSUE,No
1265-HVPZB,No
4115-UMJFQ,No
7369-TRPFD,No
1098-KFQEC,No
7190-XHTWJ,No
0621-TWIEM,Yes
3537-RYBHH,No
2485-ITVKB,Yes
3669-OYSJI,Yes
1612-EOHDH,Yes
6702-OHFWR,Yes
5296-BFCYD,No
4510-PYUSH,Yes
9359-JANWS,No
7517-SAWMO,Yes
4143-HHPMK,Yes
3279-DYZQM,No
7054-LGEQW,Yes
0523-VNGTF,No
9575-IWCAZ,No
7105-MXJLL,No
7064-FRRSW,No
7940-UQQUG,No
0923-PNFUB,Yes
3961-SXAXY,No
7010-BRBUU,No
3566-HJGPK,No
3062-ICYZQ,No
9938-PRCVK,No
0973-KYVNF,No
5129-HHMZC,No
9637-CDTKZ,No
3946-JEWRQ,No
7873-CVMAW,No
0463-WZZKO,No
3494-JCHRQ,Yes
6474-FVJLC,Yes
4524-QCSSM,No
5832-EXGTT,No
8840-DQLGN,Yes
2039-JONDJ,No
7217-JYHOQ,No
6695-FRVEC,No
4547-LYTDD,Yes
9894-QMIMJ,No
8069-YQQAJ,No
6770-XUAGN,Yes
4193-ORFCL,Yes
1636-NTNCO,No
3466-WAESX,No
9281-PKKZE,No
3638-VBZTA,No
7459-IMVYU,No
7776-QWNFX,Yes
6689-TCZHQ,Yes
8563-OYMQY,No
0754-EEBDC,No
5777-ZPQNC,No
1951-IEYXM,No
3318-NMQXL,No
3143-ILDAL,Yes
1022-RKXDR,No
2361-FJWNO,No
2272-UOINI,No
8232-UTFOZ,No
3750-YHRYO,No
6637-KYRCV,No
5668-MEISB,No
0129-QMPDR,No
7188-CBBBA,No
5356-CSVSQ,No
3221-CJMSG,No
4720-VSTSI,Yes
3219-JQRSL,No
2801-NISEI,No
3946-MHCZW,Yes
4623-ZKHLY,No
6732-VAILE,No
8201-AAXCB,No
7696-CFTAT,No
1845-CSBRZ,No
2123-VSCOT,No
6651-AZVTJ,Yes
4566-GOLUK,Yes
2484-DGXPZ,Yes
2018-QKYGT,No
2792-VPPET,No
7409-JURKQ,No
3247-MHJKM,No
1964-SVLEA,No
4587-NUKOX,Yes
7297-DVYGA,No
2239-CGBUZ,No
0854-UYHZD,No
7243-LCGGZ,No
8267-KFGYD,No
4890-VMUAV,No
9261-WDCAF,No
3764-MNMOI,No
7442-YGZFK,No
0420-BWTPW,Yes
8229-BUJHX,No
7449-HVPIV,No
5504-WSIUR,No
8183-ONMXC,Yes
8466-PZBLH,No
9614-RMGHA,Yes
8735-IJJEG,No
0564-MUUQK,No
5054-IEXZT,Yes
5834-ASPWA,Yes
0701-RFGFI,No
0019-EFAEP,No
5619-PTMIK,No
3737-XBQDD,No
5882-CMAZQ,No
5846-QFDFI,No
4445-KWOKW,No
3511-APPBJ,No
7967-HYCDE,No
2430-RRYUW,No
3948-XHGNA,Yes
3723-BFBGR,No
0565-IYCGT,Yes
5447-WZAFP,No
5110-CHOPY,No
5445-UTODQ,Yes
4425-OWHWB,No
7892-QVYKW,No
9675-ICXCT,No
1024-VRZHF,Yes
4703-MQYKT,No
9497-QCMMS,Yes
5692-ICXLW,No
0602-DDUML,No
2208-MPXIO,No
1960-UYCNN,No
0348-SDKOL,Yes
3190-FZATL,No
7336-RLLRH,No
4373-MAVJG,Yes
8901-HJXTF,Yes
7710-JSYOA,No
5419-KLXBN,Yes
3424-NMNBO,Yes
9885-MFVSU,No
4514-GFCFI,Yes
0607-MVMGC,No
3365-SAIGS,No
9828-AOQLM,Yes
8022-BECSI,No
8000-REIQB,Yes
9993-LHIEB,No
0266-CLZKZ,No
7615-ESMYF,Yes
3858-VOBET,Yes
7020-OZKXZ,No
3977-QCRSL,No
0017-DINOC,No
1447-PJGGA,Yes
8565-CLBZW,Yes
9139-WQQDY,Yes
0224-HJAPT,Yes
8086-OVPWV,Yes
9430-FRQOC,Yes
7639-OPLNG,No
3074-GQWYX,Yes
1492-QGCLU,No
6845-RGTYS,Yes
7328-OWMOM,No
4418-LZMSV,No
5155-AZQPB,No
8861-HGGKB,Yes
1087-GRUYI,No
7065-YUNRY,Yes
7694-VLBWQ,Yes
2546-KZAAT,No
0181-RITDD,No
5989-PGKJB,No
4795-KTRTH,Yes
8272-ONJLV,No
1488-PBLJN,No
0308-GIQJT,No
3778-FOAQW,No
4452-ROHMO,No
6481-OGDOO,Yes
3090-LETTY,No
5349-AZPEW,No
3753-TSEMP,Yes
8305-VHZBZ,Yes
9720-JJJOR,No
8100-HZZLJ,No
8775-ERLNB,No
8309-IEYJD,No
9172-JITSM,Yes
6298-QDFNH,Yes
7398-HPYZQ,No
3546-GHEAE,No
7361-YPXFS,No
6557-BZXLQ,No
2550-QHZGP,No
7519-JTWQH,No
2538-OIMXF,No
8543-MSDMF,No
9961-JBNMK,Yes
1170-SASML,No
4872-JCVCA,No
5346-BZCHP,No
2038-LLMLM,No
6173-ITPWD,Yes
9734-UYXQI,Yes
1216-BGTSP,No
4138-NAXED,No
2189-UXTKY,Yes
0744-BIKKF,No
7483-IQWIB,No
5248-KWLAR,No
4958-GZWIY,Yes
7996-MHXLW,No
7833-PKIHD,No
7061-OVMIM,No
5153-RTHKF,No
1852-QSWCD,No
4832-VRBMR,No
9079-LWTFD,No
6356-ELRKD,Yes
8624-GIOUT,Yes
3392-EHMNK,No
5986-WWXDV,No
3061-BCKYI,No
6179-GJPSO,Yes
7901-TBKJX,No
7228-PAQPD,No
3177-LASXD,Yes
7746-QYVCO,No
5804-HYIEZ,No
9919-FZDED,No
5934-TSSAU,No
3486-KHMLI,No
4897-QSUYC,Yes
1084-UQCHV,Yes
8290-YWKHZ,Yes
2955-BJZHG,Yes
3806-DXQOM,Yes
6784-XYJAE,No
3933-DQPWX,No
6661-EIPZC,No
8957-THMOA,No
2251-PYLPB,No
5555-RNPGT,No
1057-FOGLZ,No
9300-RENDD,Yes
0761-AETCS,Yes
8087-LGYHQ,No
4137-BTIKL,No
2190-BCXEC,No
6227-FBDXH,No
2153-MREFK,Yes
2911-WDXMV,No
7206-PQBBZ,No
3106-ULWFW,Yes
0925-VYDLG,Yes
4547-FZJWE,No
7422-WNBTY,No
0842-IWYCP,No
3521-HTQTV,No
3744-ZBHON,No
3373-DIUUN,No
8383-SGHJU,No
7607-QKKTJ,No
7707-PYBBH,No
8984-HPEMB,No
4349-GFQHK,Yes
4139-DETXS,No
9779-DPNEJ,No
9805-FILKB,No
5793-YOLJN,No
0673-IGUQO,No
4123-FCVCB,No
8819-IMISP,No
7802-EFKNY,Yes
8311-UEUAB,No
5858-EAFCZ,No
8035-BUYVG,Yes
1163-ONYEY,No
9787-XVQIU,Yes
8945-MUQUF,Yes
5656-MJEFC,No
6082-OQFBA,No
8051-HJRLT,Yes
8974-OVACP,No
4010-YLMVT,No
1379-FRVEB,No
8612-GXIDD,No
6288-CHQJB,No
8160-HOWOX,No
3023-GFLBR,Yes
6648-INWPS,No
4223-BKEOR,No
4079-VTGLK,No
1763-WQFUK,No
1391-UBDAR,No
8894-JVDCV,No
2023-VQFDL,No
1345-GKDZZ,No
2014-MKGMH,No
5628-FCGYG,No
2560-WBWXF,No
0248-IPDFW,No
7978-DKUQH,No
4335-UPJSI,No
0524-IAVZO,Yes
2737-YNGYW,Yes
1784-EZDKJ,No
9297-FVVDH,No
8007-YYPWD,No
7101-HRBLJ,No
5159-YFPKQ,Yes
6635-CPNUN,No
4021-RQSNY,Yes
5453-YBTWV,No
5039-LZRQT,No
2931-VUVJN,No
9061-TIHDA,Yes
8699-ASUFO,Yes
6418-PIQSP,No
8220-OCUFY,No
3995-WFCSM,No
1895-QTKDO,No
2038-OEQZH,No
1178-PZGAB,No
7927-AUXBZ,Yes
2626-VEEWG,No
2878-RMWXY,No
1657-DYMBM,No
7311-MQJCH,No
7375-WMVMT,No
1136-XGEQU,No
2530-FMFXO,No
6844-DZKRF,No
4695-WJZUE,Yes
7619-ODSGN,Yes
5970-GHJAW,No
8879-XUAHX,No
3689-MOZGR,No
4195-PNGZS,No
5003-XZWWO,No
3988-RQIXO,Yes
7622-FWGEW,No
6922-NCEDI,No
2514-GINMM,Yes
9891-NQDBD,No
6131-IUNXN,No
8548-AWOFC,No
9798-DRYDS,No
8532-UEFWH,No
6296-DDOOR,No
7951-VRDVK,No
5931-FLJJF,Yes
4815-YOSUK,No
2659-VXMWZ,Yes
0380-NEAVX,No
3207-OYBWH,Yes
4285-GYRQC,Yes
7216-EWTRS,Yes
4365-MSDYN,No
7036-TYDEC,No
5802-ADBRC,No
8076-FEZKJ,No
5197-YPYBZ,No
8337-MSSXB,Yes
4312-GVYNH,No
8495-LJDFO,No
0839-JTCUD,No
5494-WOZRZ,No
1302-UHBDD,No
2234-EOFPT,No
8619-IJNDK,No
8378-LKJAF,No
8182-BJDSI,Yes
2528-HFYZX,Yes
1153-GNOLC,No
3298-QEICA,No
0788-DXBFY,No
3597-YASZG,No
3496-LFSZU,No
5242-UOWHD,No
2482-CZGBB,Yes
6479-SZPLM,No
8097-VBQTZ,No
4500-HKANN,No
9917-KWRBE,No
3420-ZDBMA,No
2212-LYASK,No
1393-IMKZG,No
8069-RHUXK,No
3398-GCPMU,No
2908-WGAXL,No
3378-AJRAO,No
1013-QCWAM,No
0866-QLSIR,Yes
6050-FFXES,No
7181-BQYBV,Yes
0362-RAOQO,No
9554-DFKIC,No
5527-ACHSO,No
0829-DDVLK,No
1399-UBQIU,No
1813-JLKWR,No
0336-PIKEI,No
7322-OCWHC,No
9537-VHDTA,No
4957-TIALW,No
2054-PJOCK,No
9150-HEPMB,No
9030-QGZNL,No
6204-IEUXJ,Yes
3126-WQMGH,No
4529-CKBCL,Yes
2506-CLAKW,Yes
7176-WRTNX,No
1583-IHQZE,Yes
5732-IKGQH,No
9239-GZHZE,No
7205-BAIAD,No
0151-ONTOV,Yes
4140-MUHUG,Yes
0093-EXYQL,No
8064-RAVOH,No
0219-QAERP,No
0320-JDNQG,Yes
7180-PISOG,Yes
9168-INPSZ,No
3571-RFHAR,Yes
0015-UOCOJ,No
5334-AFQJB,No
2754-SDJRD,No
9578-VRMNM,Yes
1587-FKLZB,Yes
6140-QNRQQ,Yes
8963-JLGJT,No
4307-KTUMW,Yes
1465-LNTLJ,No
5440-FLBQG,Yes
2135-DQWAQ,No
4056-QHXHZ,No
7470-MCQTK,Yes
7488-MXJIV,Yes
7401-JIXNM,No
9339-FIIJL,No
2027-FECZV,Yes
2672-DZUOY,Yes
4706-DGAHW,No
3870-MQAMG,Yes
6670-MFRPK,No
6177-PEVRA,No
4800-CZMPC,Yes
4813-HQMGZ,No
7579-KKLOE,No
7377-DMMRI,Yes
8402-EIVQS,No
4947-DSMXK,No
7245-NIIWQ,No
0002-ORFBO,No
3324-OIRTO,No
5414-OFQCB,No
4967-WPNCF,No
8552-OBVRU,No
8499-BRXTD,No
9154-QDGTH,No
8197-BFWVU,No
2577-GVSIL,No
9367-OIUXP,No
6770-UAYGJ,No
6463-HHXJR,No
7928-VJYAB,No
1187-WILMM,No
9776-OJUZI,No
1306-RPWXZ,No
8949-JTMAY,Yes
2774-LVQUS,Yes
3097-PYWXL,No
2266-SJNAT,No
0869-PAPRP,No
4238-JSSWH,No
2972-YDYUW,No
1104-FEJAM,No
2809-ILCYT,No
5499-ECUTN,No
4981-FLTMF,No
9121-PHQSR,No
3113-IWHLC,No
3211-ILJTT,Yes
4612-THJBS,Yes
4277-BWBML,No
4094-NSEDU,Yes
0234-TEVTT,No
4304-TSPVK,No
1552-AAGRX,No
2637-FKFSY,No
9796-MVYXX,No
7874-ECPQJ,No
0020-INWCK,No
7089-RKVSZ,No
2683-JXWQQ,No
9548-ZMVTX,No
8739-XNIKG,No
9755-JHNMN,No
3981-QSVQI,No
2789-HQBOU,No
9424-CMPOG,No
5067-WJEUN,No
3450-WXOAT,No
9251-WNSOD,No
6974-DAFLI,No
2616-UUTFK,No
7064-JHXCE,No
5103-MHMHY,Yes
7989-AWGEH,No
4373-VVHQL,No
4559-UWIHT,No
7268-IGMFD,No
1846-XWOQN,Yes
0235-KGSLC,Yes
6650-BWFRT,No
9570-KYEUA,No
6993-YGFJV,No
2712-SYWAY,No
0730-BGQGF,No
5498-IBWPI,No
9101-NTIXF,No
0013-SMEOE,No
9314-QDMDW,No
9308-ANMVE,No
2884-GBPFB,Yes
3757-NJYBX,Yes
3413-DHLPB,No
7649-PHJVR,No
6114-TCFID,No
3787-TRIAL,No
2573-GYRUU,No
5156-UMKOW,No
1247-QBVSH,No
6734-GMPVK,No
9822-OAOVB,No
6161-ERDGD,No
1226-JZNKR,No
7318-EIVKO,No
3771-PZOBW,No
5136-KCKGI,Yes
8231-BSWXX,No
6486-LHTMA,No
4083-BFNYK,No
3722-WPXTK,Yes
7389-KBFIT,No
7176-WIONM,No
5141-ZUVBH,No
1089-HDMKP,No
7623-HKYRK,No
0310-SUCIN,No
5197-PYEPU,No
2929-ERCFZ,Yes
7548-SEPYI,Yes
8835-VSDSE,Yes
6619-RPLQZ,No
3275-RHRNE,No
3503-TYDAY,No
6901-GOGZG,No
1623-NLDOT,Yes
7021-XSNYE,No
9621-OUPYD,No
9898-KZQDZ,Yes
