age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
26,technician,married,secondary,no,876,yes,no,,28,may,713,1,-1,0,,no
29,blue-collar,single,primary,no,80,yes,no,,28,may,678,1,-1,0,,no
28,blue-collar,married,primary,no,115,yes,no,,28,may,78,4,-1,0,,no
27,services,single,secondary,no,3791,yes,no,,28,may,231,1,-1,0,,no
44,entrepreneur,married,secondary,no,-20,no,no,,28,may,167,3,-1,0,,no
29,management,married,tertiary,no,715,yes,no,,28,may,461,1,-1,0,,no
51,technician,single,secondary,no,511,yes,yes,,28,may,67,2,-1,0,,no
40,admin.,divorced,secondary,no,-541,yes,yes,,28,may,270,4,-1,0,,no
27,student,single,secondary,no,16173,yes,no,,28,may,489,1,-1,0,,no
28,services,single,secondary,no,281,yes,no,,28,may,201,1,-1,0,,no
26,admin.,single,secondary,no,677,yes,no,,28,may,93,1,-1,0,,no
32,admin.,single,secondary,no,294,yes,no,,28,may,97,2,-1,0,,no
38,technician,single,secondary,no,12,yes,no,,28,may,150,2,-1,0,,no
40,management,married,tertiary,no,384,no,no,,28,may,191,2,-1,0,,no
46,technician,married,secondary,no,57,no,no,,28,may,796,1,-1,0,,yes
30,admin.,married,primary,no,-171,yes,no,,28,may,125,2,-1,0,,no
27,services,single,secondary,no,9636,yes,no,,28,may,184,2,-1,0,,no
26,admin.,married,secondary,no,714,yes,no,,28,may,183,1,-1,0,,no
27,services,single,secondary,no,1636,yes,no,,28,may,282,2,-1,0,,no
57,blue-collar,married,primary,no,1502,yes,no,,28,may,269,2,-1,0,,no
45,management,married,tertiary,yes,-1655,yes,no,,28,may,333,2,-1,0,,no
36,management,single,secondary,no,302,no,no,,28,may,60,6,-1,0,,no
25,entrepreneur,single,primary,no,-65,yes,no,,28,may,129,2,-1,0,,no
43,management,married,secondary,no,373,yes,no,,28,may,54,1,-1,0,,no
34,services,married,secondary,no,24,yes,no,,28,may,124,1,-1,0,,no
35,blue-collar,divorced,secondary,no,105,yes,yes,,28,may,118,1,-1,0,,no
32,services,married,secondary,no,172,yes,no,,28,may,84,3,-1,0,,no
28,services,single,secondary,no,3331,yes,no,,28,may,229,2,-1,0,,no
27,admin.,single,secondary,no,242,yes,yes,,28,may,83,1,-1,0,,no
34,blue-collar,married,secondary,no,504,yes,no,,28,may,260,2,-1,0,,no
26,blue-collar,single,secondary,no,419,yes,no,,28,may,94,3,-1,0,,no
33,management,single,tertiary,no,-61,no,no,,28,may,50,2,-1,0,,no
25,blue-collar,divorced,secondary,no,2428,yes,no,,28,may,376,4,-1,0,,no
54,retired,married,secondary,no,24,yes,no,,28,may,404,1,-1,0,,no
53,admin.,married,secondary,no,614,yes,no,,28,may,126,2,-1,0,,no
32,admin.,single,secondary,no,73,yes,no,,28,may,545,1,-1,0,,no
34,management,married,tertiary,no,-304,yes,no,,28,may,279,2,-1,0,,no
29,blue-collar,single,secondary,no,0,yes,no,,28,may,324,4,-1,0,,no
53,management,married,tertiary,no,3443,yes,no,,28,may,48,2,-1,0,,no
56,management,divorced,tertiary,no,442,no,no,,28,may,77,3,-1,0,,no
54,management,divorced,tertiary,no,192,yes,no,,28,may,157,3,-1,0,,no
33,admin.,married,tertiary,no,957,yes,no,,28,may,361,4,-1,0,,no
32,blue-collar,married,secondary,no,0,yes,no,,28,may,386,3,-1,0,,no
49,blue-collar,married,secondary,no,457,yes,yes,,28,may,189,2,-1,0,,no
54,technician,married,tertiary,yes,337,yes,no,,28,may,302,2,-1,0,,no
40,admin.,married,secondary,no,2,no,no,,28,may,187,3,-1,0,,no
51,blue-collar,married,primary,no,-1,no,no,,28,may,110,8,-1,0,,no
37,admin.,married,secondary,no,-107,yes,no,,28,may,158,2,-1,0,,no
40,management,married,tertiary,no,481,yes,no,,28,may,198,2,-1,0,,no
30,blue-collar,married,secondary,no,1780,yes,no,,28,may,116,12,-1,0,,no
28,blue-collar,married,secondary,no,-717,yes,no,,28,may,148,3,-1,0,,no
42,unemployed,divorced,secondary,no,325,yes,no,,28,may,97,4,-1,0,,no
51,entrepreneur,married,,no,606,yes,no,,28,may,560,9,-1,0,,yes
44,blue-collar,married,primary,no,194,yes,no,,28,may,105,2,-1,0,,no
40,technician,married,secondary,no,-378,yes,no,,28,may,261,2,-1,0,,no
29,self-employed,married,secondary,no,542,no,no,,28,may,104,3,-1,0,,no
44,blue-collar,married,primary,no,3753,yes,no,,28,may,122,4,-1,0,,no
40,blue-collar,married,secondary,no,-428,yes,no,,28,may,585,3,-1,0,,no
51,admin.,married,primary,no,943,yes,no,,29,may,620,1,-1,0,,no
41,blue-collar,married,secondary,no,1020,yes,no,,29,may,276,1,-1,0,,no
42,technician,divorced,secondary,no,-106,yes,no,,29,may,95,1,-1,0,,no
43,blue-collar,married,secondary,no,0,yes,yes,,29,may,242,1,-1,0,,no
31,services,married,secondary,no,3181,yes,no,,29,may,128,7,-1,0,,no
40,admin.,married,primary,no,1314,yes,no,,29,may,284,1,-1,0,,no
39,technician,married,secondary,no,192,yes,yes,,29,may,217,5,-1,0,,no
39,entrepreneur,married,tertiary,yes,1,yes,yes,,29,may,102,1,-1,0,,no
57,blue-collar,married,primary,no,630,yes,no,,29,may,52,1,-1,0,,no
42,management,married,tertiary,no,1993,no,no,,29,may,41,1,-1,0,,no
39,technician,divorced,secondary,no,394,yes,no,,29,may,184,1,-1,0,,no
52,technician,single,tertiary,no,1308,yes,no,,29,may,361,1,-1,0,,no
40,services,married,secondary,no,1938,no,no,,29,may,37,1,-1,0,,no
38,retired,single,secondary,no,44,no,no,,29,may,148,1,-1,0,,no
36,student,single,,no,36,yes,no,,29,may,705,1,-1,0,,no
56,blue-collar,married,secondary,no,249,yes,no,,29,may,791,2,-1,0,,yes
32,services,single,secondary,no,187,yes,no,,29,may,315,1,-1,0,,no
33,technician,married,secondary,no,1072,no,yes,,29,may,144,2,-1,0,,no
44,technician,married,secondary,no,13761,yes,no,,29,may,65,1,-1,0,,no
44,blue-collar,married,secondary,no,776,yes,no,,29,may,306,1,-1,0,,no
57,technician,single,secondary,no,806,yes,no,,29,may,77,1,-1,0,,no
51,management,married,tertiary,no,0,yes,yes,,29,may,410,5,-1,0,,no
28,blue-collar,married,primary,no,10045,yes,no,,29,may,169,4,-1,0,,no
48,blue-collar,married,,no,100,yes,no,,29,may,206,1,-1,0,,no
37,blue-collar,married,secondary,no,-141,yes,yes,,29,may,76,3,-1,0,,no
40,technician,married,secondary,no,2715,yes,no,,29,may,125,2,-1,0,,no
28,technician,single,secondary,no,1,yes,no,,29,may,364,3,-1,0,,no
36,self-employed,single,secondary,no,3670,yes,no,,29,may,617,2,-1,0,,no
38,admin.,married,secondary,no,-762,no,no,,29,may,165,1,-1,0,,no
44,services,married,secondary,no,361,yes,no,,29,may,217,1,-1,0,,no
39,technician,single,secondary,no,556,yes,no,,29,may,322,1,-1,0,,no
39,management,married,tertiary,no,0,yes,no,,29,may,184,2,-1,0,,no
39,blue-collar,married,secondary,no,11,no,no,,29,may,199,2,-1,0,,no
32,blue-collar,single,secondary,no,7712,yes,yes,,29,may,768,4,-1,0,,no
42,blue-collar,married,,no,1123,yes,no,,29,may,105,3,-1,0,,no
38,blue-collar,married,primary,no,1131,yes,no,,29,may,102,3,-1,0,,no
41,housemaid,divorced,tertiary,no,9767,yes,no,,29,may,162,2,-1,0,,no
38,services,divorced,primary,no,92,yes,yes,,29,may,118,3,-1,0,,no
33,technician,married,secondary,no,1844,yes,no,,29,may,241,3,-1,0,,no
39,blue-collar,divorced,secondary,no,94,yes,no,,29,may,430,1,-1,0,,no
34,technician,married,secondary,no,149,yes,no,,29,may,153,2,-1,0,,no
25,blue-collar,single,secondary,no,1429,yes,no,,29,may,187,3,-1,0,,no
39,management,single,secondary,no,835,yes,no,,29,may,587,4,-1,0,,no
39,admin.,married,secondary,yes,0,no,no,,29,may,59,3,-1,0,,no
31,student,single,tertiary,no,479,yes,no,,29,may,72,12,-1,0,,no
38,blue-collar,single,secondary,no,522,yes,no,,29,may,347,2,-1,0,,no
34,technician,divorced,secondary,no,-276,yes,no,,29,may,175,3,-1,0,,no
56,blue-collar,married,primary,no,1798,yes,no,,29,may,228,3,-1,0,,no
58,management,married,tertiary,no,4265,yes,no,,29,may,96,2,-1,0,,no
41,blue-collar,married,secondary,no,51,yes,no,,29,may,39,22,-1,0,,no
52,unemployed,married,secondary,no,32,yes,no,,29,may,144,5,-1,0,,no
29,management,married,tertiary,no,1366,yes,no,,29,may,273,3,-1,0,,no
27,technician,single,secondary,no,357,yes,no,,29,may,382,3,-1,0,,no
39,blue-collar,married,primary,no,0,no,no,,29,may,191,5,-1,0,,no
34,services,married,secondary,no,88,yes,yes,,29,may,82,2,-1,0,,no
44,blue-collar,single,primary,no,1593,yes,no,,29,may,828,3,-1,0,,yes
39,blue-collar,married,secondary,no,0,yes,no,,29,may,209,3,-1,0,,no
52,blue-collar,married,primary,no,17,yes,no,,29,may,30,2,-1,0,,no
44,blue-collar,married,secondary,no,3610,yes,no,,29,may,23,15,-1,0,,no
32,management,single,tertiary,no,3886,yes,yes,,29,may,151,7,-1,0,,no
46,entrepreneur,married,primary,no,171,yes,no,,29,may,52,3,-1,0,,no
26,services,divorced,secondary,no,1600,yes,yes,,30,may,288,3,-1,0,,no
44,technician,married,secondary,no,378,yes,no,,30,may,203,2,-1,0,,no
44,blue-collar,married,secondary,no,2885,yes,no,,30,may,63,3,-1,0,,no
46,blue-collar,married,primary,no,476,yes,no,,30,may,311,4,-1,0,,no
24,student,single,secondary,no,7,yes,no,,30,may,86,3,-1,0,,no
46,entrepreneur,married,primary,no,1757,yes,no,,30,may,396,3,-1,0,,no
40,blue-collar,divorced,primary,no,548,yes,yes,,30,may,324,1,-1,0,,no
55,blue-collar,married,secondary,no,471,yes,no,,30,may,58,2,-1,0,,no
26,services,single,secondary,yes,-599,yes,yes,,30,may,62,3,-1,0,,no
55,technician,divorced,tertiary,no,0,yes,no,,30,may,234,1,-1,0,,no
56,services,divorced,,no,1877,yes,no,,30,may,86,1,-1,0,,no
35,blue-collar,divorced,secondary,no,52,yes,no,,30,may,574,1,-1,0,,no
35,management,single,tertiary,no,4,yes,no,,30,may,449,1,-1,0,,no
33,blue-collar,single,secondary,no,-147,yes,no,,30,may,652,2,-1,0,,no
51,admin.,married,secondary,no,4178,yes,no,,30,may,556,1,-1,0,,no
50,services,married,secondary,no,992,yes,no,,30,may,407,1,-1,0,,no
48,technician,married,secondary,yes,0,no,no,,30,may,682,1,-1,0,,yes
35,management,single,tertiary,no,644,yes,no,,30,may,120,2,-1,0,,no
42,unemployed,divorced,secondary,no,1713,yes,no,,30,may,855,2,-1,0,,yes
36,housemaid,married,secondary,no,419,yes,no,,30,may,251,1,-1,0,,no
44,management,divorced,tertiary,no,1379,yes,no,,30,may,119,1,-1,0,,no
51,technician,married,secondary,no,4924,yes,no,,30,may,448,1,-1,0,,no
36,unemployed,single,tertiary,no,577,yes,no,,30,may,155,1,-1,0,,no
49,technician,married,secondary,no,2344,yes,no,,30,may,371,2,-1,0,,no
41,admin.,married,secondary,no,4539,no,no,,30,may,298,3,-1,0,,no
42,entrepreneur,married,tertiary,no,287,yes,yes,,30,may,83,2,-1,0,,no
32,blue-collar,married,secondary,no,883,yes,yes,,30,may,59,1,-1,0,,no
34,blue-collar,married,primary,no,275,yes,no,,30,may,170,1,-1,0,,no
45,services,married,secondary,no,475,yes,no,,30,may,230,2,-1,0,,no
29,services,married,secondary,no,-443,yes,no,,30,may,238,3,-1,0,,no
51,management,married,tertiary,no,307,yes,no,,30,may,206,2,-1,0,,no
44,technician,married,secondary,no,858,no,no,,30,may,567,2,-1,0,,no
45,technician,single,,no,7108,yes,yes,,30,may,1212,3,-1,0,,no
47,blue-collar,married,secondary,no,1794,yes,yes,,30,may,515,2,-1,0,,no
45,management,married,tertiary,no,2022,no,no,,30,may,340,1,-1,0,,no
35,student,single,secondary,no,2960,yes,no,,30,may,123,2,-1,0,,no
54,self-employed,married,secondary,no,12159,yes,no,,30,may,183,2,-1,0,,no
53,management,married,tertiary,no,-601,yes,no,,30,may,509,2,-1,0,,no
48,technician,married,,no,2005,yes,no,,30,may,152,1,-1,0,,no
32,admin.,divorced,secondary,no,-19,yes,no,,30,may,97,2,-1,0,,no
49,self-employed,married,secondary,no,2061,yes,yes,,30,may,137,3,-1,0,,no
56,management,married,tertiary,no,-45,yes,no,,30,may,116,6,-1,0,,no
32,admin.,married,secondary,no,305,yes,no,,30,may,200,3,-1,0,,no
27,services,single,secondary,no,2153,yes,no,,30,may,256,6,-1,0,,no
51,entrepreneur,married,secondary,no,0,no,no,,30,may,510,3,-1,0,,no
47,technician,married,secondary,no,1387,yes,no,,30,may,219,4,-1,0,,no
40,management,single,tertiary,no,402,yes,no,,30,may,243,3,-1,0,,no
38,management,married,tertiary,no,49,no,no,,30,may,108,3,-1,0,,no
30,blue-collar,married,secondary,no,119,yes,no,,30,may,281,2,-1,0,,no
30,services,married,secondary,yes,-849,yes,no,,30,may,138,2,-1,0,,no
31,management,single,tertiary,yes,-365,yes,no,,30,may,319,6,-1,0,,no
35,blue-collar,married,primary,no,2708,yes,no,,30,may,178,2,-1,0,,no
51,blue-collar,divorced,secondary,no,1069,yes,no,,30,may,247,2,-1,0,,no
39,services,single,secondary,no,-189,yes,no,,30,may,76,9,-1,0,,no
38,technician,single,secondary,no,-143,yes,no,,30,may,428,7,-1,0,,no
55,technician,divorced,tertiary,no,264,yes,no,,30,may,34,2,-1,0,,no
39,blue-collar,married,,no,157,yes,no,,30,may,99,6,-1,0,,no
35,blue-collar,married,primary,no,3587,yes,no,,30,may,148,4,-1,0,,no
31,blue-collar,married,secondary,no,1533,yes,no,,30,may,29,4,-1,0,,no
53,entrepreneur,single,secondary,no,62,yes,no,,30,may,1044,5,-1,0,,yes
35,technician,single,secondary,no,1609,yes,no,,30,may,288,3,-1,0,,no
50,blue-collar,married,secondary,no,2641,yes,no,,30,may,97,3,-1,0,,no
53,blue-collar,married,secondary,no,1103,yes,yes,,30,may,163,4,-1,0,,no
39,management,married,tertiary,no,568,yes,yes,,30,may,206,3,-1,0,,no
32,admin.,divorced,secondary,no,-417,no,no,,30,may,25,5,-1,0,,no
37,admin.,divorced,secondary,no,0,yes,no,,30,may,127,5,-1,0,,no
59,management,married,primary,no,396,yes,no,,2,jun,72,3,-1,0,,no
37,management,married,tertiary,no,34,yes,no,,2,jun,100,2,-1,0,,no
41,services,married,secondary,no,-141,yes,yes,,2,jun,243,3,-1,0,,no
47,services,married,primary,no,1095,no,yes,,2,jun,357,2,-1,0,,no
29,technician,married,secondary,no,1097,yes,no,,2,jun,90,3,-1,0,,no
48,admin.,divorced,secondary,no,771,yes,no,,2,jun,133,1,-1,0,,no
48,blue-collar,divorced,primary,no,323,no,no,,2,jun,230,2,-1,0,,no
44,entrepreneur,married,tertiary,no,307,yes,no,,2,jun,338,2,-1,0,,no
39,technician,married,secondary,no,1965,yes,no,,2,jun,65,1,-1,0,,no
48,management,divorced,tertiary,no,5041,yes,no,,2,jun,362,1,-1,0,,no
35,admin.,married,secondary,no,-488,yes,no,,2,jun,97,4,-1,0,,no
39,admin.,single,secondary,no,2854,yes,no,,2,jun,64,1,-1,0,,no
55,retired,married,secondary,no,3948,no,no,,2,jun,266,2,-1,0,,no
39,blue-collar,married,primary,no,1802,yes,no,,2,jun,490,1,-1,0,,no
30,management,married,tertiary,no,732,yes,no,,2,jun,231,1,-1,0,,no
32,management,single,tertiary,no,3237,yes,no,,2,jun,447,2,-1,0,,no
32,management,single,tertiary,no,1834,yes,no,,2,jun,159,1,-1,0,,no
36,blue-collar,married,secondary,no,426,yes,no,,2,jun,59,3,-1,0,,no
35,services,married,secondary,no,152,yes,no,,2,jun,563,1,-1,0,,yes
37,blue-collar,married,primary,no,3574,yes,no,,2,jun,152,2,-1,0,,no
34,management,single,tertiary,no,0,yes,no,,2,jun,83,1,-1,0,,no
41,services,married,secondary,no,1027,yes,no,,2,jun,53,2,-1,0,,no
32,technician,married,secondary,no,1242,yes,no,,2,jun,183,3,-1,0,,no
34,self-employed,single,tertiary,no,72,yes,no,,2,jun,69,1,-1,0,,no
42,blue-collar,married,secondary,no,-755,yes,yes,,2,jun,312,1,-1,0,,no
34,self-employed,married,primary,no,712,yes,no,,2,jun,326,3,-1,0,,no
36,management,single,tertiary,no,-78,yes,no,,2,jun,1068,1,-1,0,,yes
50,technician,married,secondary,no,669,yes,no,,2,jun,88,1,-1,0,,no
26,services,single,secondary,no,1050,yes,no,,2,jun,118,3,-1,0,,no
24,blue-collar,single,primary,no,147,yes,no,,2,jun,102,2,-1,0,,no
34,services,married,secondary,no,798,yes,no,,2,jun,304,2,-1,0,,no
35,blue-collar,married,secondary,no,4731,yes,no,,2,jun,249,2,-1,0,,no
43,admin.,married,secondary,no,6220,yes,no,,2,jun,200,2,-1,0,,no
43,blue-collar,single,primary,no,-234,yes,yes,,2,jun,541,1,-1,0,,no
47,management,divorced,secondary,no,1208,yes,no,,2,jun,339,7,-1,0,,no
48,admin.,married,secondary,no,749,yes,no,,2,jun,56,3,-1,0,,no
38,management,married,tertiary,no,-239,yes,no,,2,jun,221,2,-1,0,,no
58,self-employed,divorced,tertiary,no,3,yes,yes,,2,jun,129,4,-1,0,,no
35,blue-collar,married,secondary,no,98,yes,no,,2,jun,136,1,-1,0,,no
31,blue-collar,married,secondary,no,-282,yes,yes,,2,jun,108,1,-1,0,,no
38,admin.,married,primary,no,0,yes,no,,2,jun,29,32,-1,0,,no
38,blue-collar,married,primary,no,-537,yes,no,,2,jun,171,1,-1,0,,no
53,management,married,tertiary,no,6525,yes,no,,2,jun,73,3,-1,0,,no
26,technician,single,secondary,no,2610,yes,yes,,2,jun,626,1,-1,0,,no
34,management,married,secondary,no,1105,yes,yes,,2,jun,136,4,-1,0,,no
32,blue-collar,single,secondary,no,-691,yes,yes,,2,jun,53,1,-1,0,,no
49,services,married,secondary,no,180,yes,yes,,2,jun,392,3,-1,0,,no
42,entrepreneur,married,secondary,no,-480,yes,yes,,2,jun,351,6,-1,0,,no
30,unemployed,single,secondary,no,500,yes,no,,2,jun,178,2,-1,0,,no
37,admin.,divorced,secondary,no,673,yes,no,,2,jun,509,2,-1,0,,no
35,blue-collar,married,primary,no,828,no,no,,2,jun,468,8,-1,0,,no
49,management,divorced,tertiary,no,696,yes,no,,2,jun,310,3,-1,0,,no
38,blue-collar,married,primary,no,-854,yes,no,,2,jun,194,4,-1,0,,no
31,blue-collar,single,secondary,yes,-575,yes,no,,2,jun,153,9,-1,0,,no
42,admin.,married,secondary,no,6445,yes,no,,2,jun,20,8,-1,0,,no
44,management,divorced,tertiary,yes,-411,yes,no,,2,jun,432,4,-1,0,,yes
46,services,married,primary,no,43,yes,no,,3,jun,86,5,-1,0,,no
39,blue-collar,single,secondary,no,277,yes,no,,3,jun,20,8,-1,0,,no
37,management,married,tertiary,no,1125,yes,no,,3,jun,301,1,-1,0,,no
46,technician,married,secondary,no,231,yes,no,,3,jun,117,1,-1,0,,no
42,technician,single,,no,344,yes,no,,3,jun,26,7,-1,0,,no
30,technician,married,secondary,no,418,yes,no,,3,jun,112,1,-1,0,,no
30,services,married,secondary,no,227,no,yes,,3,jun,23,1,-1,0,,no
42,blue-collar,married,primary,no,187,yes,no,,3,jun,43,1,-1,0,,no
39,unemployed,married,secondary,no,0,yes,no,,3,jun,73,1,-1,0,,no
38,technician,single,secondary,no,12926,yes,no,,3,jun,280,1,-1,0,,no
38,management,married,tertiary,no,1221,yes,no,,3,jun,258,1,-1,0,,no
44,blue-collar,married,secondary,no,3813,yes,no,,3,jun,771,1,-1,0,,no
43,entrepreneur,married,secondary,no,0,no,no,,3,jun,1025,7,-1,0,,yes
37,blue-collar,married,secondary,no,67,no,no,,3,jun,45,2,-1,0,,no
37,blue-collar,married,secondary,yes,-399,yes,yes,,3,jun,21,3,-1,0,,no
40,self-employed,married,primary,no,435,yes,yes,,3,jun,131,5,-1,0,,no
26,management,single,tertiary,no,-630,yes,yes,,3,jun,192,2,-1,0,,no
24,blue-collar,married,secondary,no,1073,yes,no,,3,jun,569,2,-1,0,,no
32,technician,single,secondary,no,471,yes,no,,3,jun,379,2,-1,0,,no
32,management,single,tertiary,no,12686,yes,no,,3,jun,54,1,-1,0,,no
32,management,single,tertiary,no,974,yes,no,,3,jun,228,1,-1,0,,no
30,management,single,tertiary,no,234,yes,no,,3,jun,242,2,-1,0,,no
34,management,single,tertiary,no,618,yes,no,,3,jun,119,4,-1,0,,no
30,services,married,secondary,no,0,yes,yes,,3,jun,185,1,-1,0,,no
33,technician,married,secondary,no,1021,yes,no,,3,jun,361,3,-1,0,,no
44,admin.,married,tertiary,no,1588,yes,no,,3,jun,84,15,-1,0,,no
32,admin.,married,secondary,no,277,yes,no,,3,jun,231,12,-1,0,,no
53,entrepreneur,divorced,,no,4736,yes,no,,3,jun,676,5,-1,0,,no
35,services,single,secondary,no,-437,yes,no,,3,jun,43,5,-1,0,,no
31,services,single,secondary,no,124,yes,no,,3,jun,154,4,-1,0,,no
43,blue-collar,divorced,primary,no,25,yes,no,,3,jun,236,7,-1,0,,no
30,management,married,tertiary,no,1476,yes,yes,,3,jun,199,4,-1,0,,no
44,admin.,married,secondary,no,399,yes,yes,,3,jun,271,2,-1,0,,no
33,unemployed,single,,no,170,yes,no,,3,jun,327,1,-1,0,,no
51,admin.,married,secondary,no,788,yes,no,,3,jun,959,6,-1,0,,no
43,blue-collar,married,,no,705,yes,no,,3,jun,80,4,-1,0,,no
31,blue-collar,married,primary,no,576,yes,yes,,3,jun,230,3,-1,0,,no
38,blue-collar,married,primary,no,2472,yes,no,,3,jun,176,2,-1,0,,no
31,admin.,single,secondary,no,678,yes,no,,3,jun,117,4,-1,0,,no
39,blue-collar,married,primary,no,766,yes,no,,3,jun,350,3,-1,0,,no
42,blue-collar,married,primary,no,1017,yes,no,,3,jun,11,18,-1,0,,no
28,blue-collar,married,secondary,no,5611,yes,no,,3,jun,340,2,-1,0,,no
37,admin.,married,secondary,no,1345,yes,no,,3,jun,59,2,-1,0,,no
34,blue-collar,married,secondary,no,90,yes,no,,3,jun,77,8,-1,0,,no
38,blue-collar,married,primary,no,635,yes,no,,3,jun,157,2,-1,0,,no
23,blue-collar,single,secondary,no,4084,yes,no,,3,jun,118,7,-1,0,,no
28,blue-collar,married,secondary,no,228,yes,no,,3,jun,328,9,-1,0,,no
32,management,single,tertiary,no,131,no,no,,3,jun,267,3,-1,0,,no
34,services,single,primary,no,654,no,no,,3,jun,604,14,-1,0,,no
41,technician,married,secondary,no,3,yes,yes,,3,jun,197,3,-1,0,,no
29,admin.,single,tertiary,no,4737,yes,no,,3,jun,226,1,-1,0,,no
44,unemployed,married,secondary,yes,-505,yes,no,,3,jun,113,11,-1,0,,no
33,management,married,tertiary,no,1165,yes,no,,4,jun,462,2,-1,0,,no
38,admin.,married,tertiary,no,342,yes,no,,4,jun,1138,1,-1,0,,no
49,services,single,secondary,no,308,yes,no,,4,jun,96,3,-1,0,,no
33,services,married,secondary,no,39,yes,no,,4,jun,66,4,-1,0,,no
24,blue-collar,married,secondary,no,-389,yes,yes,,4,jun,1242,1,-1,0,,yes
48,blue-collar,married,primary,no,160,yes,no,,4,jun,109,3,-1,0,,no
44,blue-collar,married,primary,no,924,yes,no,,4,jun,89,3,-1,0,,no
54,blue-collar,divorced,primary,no,215,yes,no,,4,jun,71,5,-1,0,,no
42,management,married,tertiary,no,344,yes,yes,,4,jun,66,2,-1,0,,no
33,blue-collar,single,secondary,no,76,yes,no,,4,jun,1141,4,-1,0,,yes
59,retired,divorced,secondary,no,284,no,yes,,4,jun,265,2,-1,0,,no
51,technician,married,secondary,no,1446,yes,no,,4,jun,84,7,-1,0,,no
60,retired,married,primary,no,1664,yes,no,,4,jun,142,2,-1,0,,no
29,management,single,tertiary,no,1566,yes,no,,4,jun,233,1,-1,0,,no
26,admin.,single,secondary,no,-12,yes,no,,4,jun,98,1,-1,0,,no
27,management,single,tertiary,no,648,yes,yes,,4,jun,174,1,-1,0,,no
23,blue-collar,single,secondary,no,492,yes,no,,4,jun,638,1,-1,0,,yes
22,student,single,secondary,no,111,yes,no,,4,jun,89,1,-1,0,,no
24,admin.,married,secondary,no,262,yes,no,,4,jun,69,3,-1,0,,no
25,management,single,tertiary,no,493,yes,no,,4,jun,301,1,-1,0,,no
48,technician,married,secondary,no,425,yes,no,,4,jun,357,4,-1,0,,no
28,services,single,secondary,no,2385,yes,no,,4,jun,119,2,-1,0,,no
28,blue-collar,married,secondary,no,509,yes,yes,,4,jun,121,2,-1,0,,no
27,technician,married,secondary,no,1103,no,no,,4,jun,123,1,-1,0,,no
52,management,divorced,tertiary,no,907,yes,no,,4,jun,104,2,-1,0,,no
22,admin.,married,secondary,no,967,yes,no,,4,jun,525,1,-1,0,,no
23,technician,single,secondary,no,-306,yes,no,,4,jun,217,2,-1,0,,no
29,services,single,secondary,no,32,yes,no,,4,jun,563,1,-1,0,,yes
29,blue-collar,married,secondary,no,-8,yes,yes,,4,jun,433,2,-1,0,,no
60,housemaid,divorced,secondary,no,387,yes,no,,4,jun,235,1,-1,0,,no
49,entrepreneur,married,primary,no,5380,yes,no,,4,jun,98,4,-1,0,,no
32,technician,divorced,secondary,no,273,yes,no,,4,jun,204,1,-1,0,,no
39,blue-collar,married,primary,no,295,yes,no,,4,jun,38,1,-1,0,,no
35,blue-collar,single,secondary,no,2514,yes,no,,4,jun,85,5,-1,0,,no
29,blue-collar,married,primary,yes,-303,yes,yes,,4,jun,298,3,-1,0,,no
26,blue-collar,married,secondary,yes,-82,yes,no,,4,jun,23,2,-1,0,,no
52,management,married,secondary,no,4096,yes,no,,4,jun,208,4,-1,0,,no
33,services,married,secondary,no,248,yes,no,,4,jun,132,2,-1,0,,no
30,services,single,secondary,no,-97,yes,no,,4,jun,126,2,-1,0,,no
50,admin.,divorced,secondary,no,3423,yes,yes,,4,jun,192,6,-1,0,,no
23,services,single,secondary,no,500,yes,no,,4,jun,111,3,-1,0,,no
29,blue-collar,single,secondary,no,735,yes,no,,4,jun,130,3,-1,0,,no
29,blue-collar,married,,no,356,yes,no,,4,jun,169,2,-1,0,,no
34,blue-collar,married,,no,553,yes,no,,4,jun,729,2,-1,0,,no
27,services,single,secondary,no,1913,yes,no,,4,jun,216,2,-1,0,,no
26,services,single,secondary,no,-74,yes,no,,4,jun,147,1,-1,0,,no
56,technician,married,secondary,no,62,no,yes,,5,jun,243,1,-1,0,,no
55,,married,tertiary,no,0,no,no,,5,jun,38,1,-1,0,,no
41,management,married,tertiary,no,5,no,no,,5,jun,178,1,-1,0,,no
36,admin.,single,secondary,no,135,no,no,,5,jun,308,1,-1,0,,no
43,management,married,tertiary,no,356,no,no,,5,jun,80,1,-1,0,,no
53,retired,married,secondary,no,1630,no,no,,5,jun,160,1,-1,0,,no
35,blue-collar,married,secondary,no,344,no,no,,5,jun,25,1,-1,0,,no
53,housemaid,married,primary,no,1903,no,no,,5,jun,827,1,-1,0,,no
38,management,married,primary,no,1365,yes,no,,5,jun,224,1,-1,0,,no
59,admin.,single,secondary,no,848,no,no,,5,jun,63,1,-1,0,,no
35,management,married,tertiary,no,-640,yes,yes,,5,jun,78,6,-1,0,,no
52,,married,primary,no,8251,no,no,,5,jun,397,1,-1,0,,no
36,blue-collar,married,secondary,no,1772,no,no,,5,jun,208,1,-1,0,,yes
39,services,single,secondary,no,0,no,no,,5,jun,133,1,-1,0,,no
53,management,married,tertiary,no,1619,no,no,,5,jun,89,1,-1,0,,no
60,housemaid,married,tertiary,no,443,no,no,,5,jun,60,1,-1,0,,no
51,services,married,secondary,no,540,yes,no,,5,jun,124,2,-1,0,,no
